name	experiment 	library	cross	dap	ploidy	stage	batch	fmat	tissue	washed	cell cycle stage	trajectory
P15_12D	180516Geh	paired	VxC	4	6N	heart	1	0.687954	endo	no	S	482
P15_12E	180516Geh	paired	VxC	4	6N	heart	1	0.661681	endo	no	M	34
P15_12F	180516Geh	paired	VxC	4	6N	heart	1	0.748058	endo	no	G2	412
P15_12G	180516Geh	paired	VxC	4	6N	heart	1	0.75666	endo	no	M	156
P15_12H	180516Geh	paired	VxC	4	6N	heart	1	0.69614	endo	no	S	468
P15_1D	180516Geh	paired	VxC	4	3N	heart	1	0.74187	endo	no	G1	1020
P15_1E	180516Geh	paired	VxC	4	3N	heart	1	0.742251	endo	no	S	609
P15_2A	180516Geh	paired	VxC	4	3N	heart	1	0.981461	seedcoat	no	G0	1276
P15_2B	180516Geh	paired	VxC	4	3N	heart	1	0.70142	endo	no	S	610
P15_2C	180516Geh	paired	VxC	4	3N	heart	1	0.664612	endo	no	S	648
P15_2D	180516Geh	paired	VxC	4	3N	heart	1	0.960993	seedcoat	no	G1	1082
P15_2E	180516Geh	paired	VxC	4	3N	heart	1	0.95352	seedcoat	no	G1	1134
P15_2F	180516Geh	paired	VxC	4	3N	heart	1	0.941597	seedcoat	no	G2	293
P15_2G	180516Geh	paired	VxC	4	3N	heart	1	0.965151	seedcoat	no	G2	244
P15_3B	180516Geh	paired	VxC	4	3N	heart	1	0.72845	endo	no	S	586
P15_3C	180516Geh	paired	VxC	4	3N	heart	1	0.934509	seedcoat	no	G0	1224
P15_3D	180516Geh	paired	VxC	4	3N	heart	1	0.712707	endo	no	G1toS	886
P15_3E	180516Geh	paired	VxC	4	3N	heart	1	0.719116	endo	no	G1	1021
P15_3F	180516Geh	paired	VxC	4	3N	heart	1	0.970519	seedcoat	no	G1	1083
P15_3G	180516Geh	paired	VxC	4	3N	heart	1	0.687862	endo	no	S	657
P15_3H	180516Geh	paired	VxC	4	3N	heart	1	0.95491	seedcoat	no	G0	1187
P15_4B	180516Geh	paired	VxC	4	3N	heart	1	0.994948	seedcoat	no	G1	989
P15_4C	180516Geh	paired	VxC	4	3N	heart	1	0.967309	seedcoat	no	G0	1225
P15_4D	180516Geh	paired	VxC	4	3N	heart	1	0.706552	endo	no	G2	294
P15_4E	180516Geh	paired	VxC	4	3N	heart	1	0.961359	seedcoat	no	G0	1277
P15_4F	180516Geh	paired	VxC	4	3N	heart	1	0.733044	endo	no	G1	990
P15_4G	180516Geh	paired	VxC	4	3N	heart	1	0.717763	endo	no	S	562
P15_4H	180516Geh	paired	VxC	4	3N	heart	1	0.688421	endo	no	G1toS	694
P15_5A	180516Geh	paired	VxC	4	3N	heart	1	0.679004	endo	no	S	701
P15_5B	180516Geh	paired	VxC	4	3N	heart	1	0.737518	endo	no	S	637
P15_5C	180516Geh	paired	VxC	4	3N	heart	1	0.7188	endo	no	S	576
P15_5D	180516Geh	paired	VxC	4	3N	heart	1	0.990915	seedcoat	no	G2	295
P15_5F	180516Geh	paired	VxC	4	3N	heart	1	0.924329	seedcoat	no	G1	934
P15_5G	180516Geh	paired	VxC	4	3N	heart	1	0.70536	endo	no	S	577
P15_5H	180516Geh	paired	VxC	4	3N	heart	1	0.948401	seedcoat	no	G1toS	726
P15_6A	180516Geh	paired	VxC	4	3N	heart	1	0.940846	seedcoat	no	G0	1300
P15_6B	180516Geh	paired	VxC	4	3N	heart	1	0.959848	seedcoat	no	G1	1135
P15_6C	180516Geh	paired	VxC	4	3N	heart	1	0.93587	seedcoat	no	G1	1136
P15_6D	180516Geh	paired	VxC	4	3N	heart	1	0.728767	endo	no	S	483
P15_6E	180516Geh	paired	VxC	4	3N	heart	1	0.958117	seedcoat	no	G2	200
P15_6F	180516Geh	paired	VxC	4	3N	heart	1	0.965749	seedcoat	no	G0	1188
P15_6G	180516Geh	paired	VxC	4	3N	heart	1	0.963828	seedcoat	no	G0	1226
P15_6H	180516Geh	paired	VxC	4	3N	heart	1	0.681362	endo	no	G2	219
P15_7B	180516Geh	paired	VxC	4	3N	heart	1	0.711463	endo	no	S	638
P15_7C	180516Geh	paired	VxC	4	3N	heart	1	0.976648	seedcoat	no	S	658
P15_7E	180516Geh	paired	VxC	4	3N	heart	1	0.670953	endo	no	S	611
P15_7F	180516Geh	paired	VxC	4	3N	heart	1	0.732607	endo	no	G1toS	830
P15_7G	180516Geh	paired	VxC	4	3N	heart	1	0.657298	endo	no	M	160
P15_7H	180516Geh	paired	VxC	4	3N	heart	1	0.711799	endo	no	S	526
P15_8A	180516Geh	paired	VxC	4	3N	heart	1	0.734233	endo	no	G1	969
P15_8B	180516Geh	paired	VxC	4	3N	heart	1	0.946042	seedcoat	no	G0	1189
P15_8C	180516Geh	paired	VxC	4	3N	heart	1	0.714332	endo	no	S	612
P15_8D	180516Geh	paired	VxC	4	3N	heart	1	0.724018	endo	no	S	578
P15_8E	180516Geh	paired	VxC	4	3N	heart	1	0.659406	endo	no	G1toS	831
P15_8F	180516Geh	paired	VxC	4	3N	heart	1	0.974577	seedcoat	no	G0	1301
P15_8G	180516Geh	paired	VxC	4	3N	heart	1	0.689757	endo	no	G1toS	708
P15_9A	180516Geh	paired	VxC	4	6N	heart	1	0.978979	seedcoat	no	G1toS	911
P15_9B	180516Geh	paired	VxC	4	6N	heart	1	0.692496	endo	no	M	1
P15_9C	180516Geh	paired	VxC	4	6N	heart	1	0.732352	endo	no	G1	1041
P15_9D	180516Geh	paired	VxC	4	6N	heart	1	0.701349	endo	no	G1toS	727
P15_9E	180516Geh	paired	VxC	4	6N	heart	1	0.648087	endo	no	M	8
P15_9F	180516Geh	paired	VxC	4	6N	heart	1	0.646477	endo	no	S	484
P15_9G	180516Geh	paired	VxC	4	6N	heart	1	0.696189	endo	no	M	35
P15_9H	180516Geh	paired	VxC	4	6N	heart	1	0.728163	endo	no	G2	168
P16_10B	180516Geh	paired	CxV	4	6N	heart	1	0.753855	endo	no	M	102
P16_10C	180516Geh	paired	CxV	4	6N	heart	1	0.732189	endo	no	M	84
P16_10D	180516Geh	paired	CxV	4	6N	heart	1	0.773548	endo	no	G2	397
P16_10E	180516Geh	paired	CxV	4	6N	heart	1	0.73531	endo	no	M	136
P16_10F	180516Geh	paired	CxV	4	6N	heart	1	0.782457	endo	no	G2	245
P16_10G	180516Geh	paired	CxV	4	6N	heart	1	0.759009	endo	no	G2	375
P16_10H	180516Geh	paired	CxV	4	6N	heart	1	0.756984	endo	no	G2	398
P16_11A	180516Geh	paired	CxV	4	6N	heart	1	0.938844	seedcoat	no	G2	220
P16_11B	180516Geh	paired	CxV	4	6N	heart	1	0.738452	endo	no	M	9
P16_11C	180516Geh	paired	CxV	4	6N	heart	1	0.776817	endo	no	G2	201
P16_11D	180516Geh	paired	CxV	4	6N	heart	1	0.794934	endo	no	M	76
P16_11E	180516Geh	paired	CxV	4	6N	heart	1	0.767209	endo	no	G2	433
P16_11F	180516Geh	paired	CxV	4	6N	heart	1	0.941457	seedcoat	no	M	161
P16_11H	180516Geh	paired	CxV	4	6N	heart	1	0.773632	endo	no	M	77
P16_12A	180516Geh	paired	CxV	4	6N	heart	1	0.7664	endo	no	M	36
P16_12B	180516Geh	paired	CxV	4	6N	heart	1	0.74745	endo	no	G0	1190
P16_12C	180516Geh	paired	CxV	4	6N	heart	1	0.766276	endo	no	G2	221
P16_12D	180516Geh	paired	CxV	4	6N	heart	1	0.828585	endo	no	M	58
P16_12E	180516Geh	paired	CxV	4	6N	heart	1	0.788046	endo	no	M	37
P16_12F	180516Geh	paired	CxV	4	6N	heart	1	0.796471	endo	no	M	137
P16_12G	180516Geh	paired	CxV	4	6N	heart	1	0.950463	seedcoat	no	G1	970
P16_12H	180516Geh	paired	CxV	4	6N	heart	1	0.772659	endo	no	M	138
P16_1C	180516Geh	paired	CxV	4	3N	heart	1	0.728466	endo	no	G2	347
P16_1D	180516Geh	paired	CxV	4	3N	heart	1	0.7071	endo	no	S	527
P16_1F	180516Geh	paired	CxV	4	3N	heart	1	0.799822	endo	no	G1toS	728
P16_1H	180516Geh	paired	CxV	4	3N	heart	1	0.950414	seedcoat	no	G2	348
P16_2A	180516Geh	paired	CxV	4	3N	heart	1	0.854041	endo	no	S	613
P16_2B	180516Geh	paired	CxV	4	3N	heart	1	0.730977	endo	no	S	644
P16_2C	180516Geh	paired	CxV	4	3N	heart	1	0.754384	endo	no	S	702
P16_2D	180516Geh	paired	CxV	4	3N	heart	1	0.952273	seedcoat	no	G1	1119
P16_2E	180516Geh	paired	CxV	4	3N	heart	1	0.988177	seedcoat	no	G0	1227
P16_2F	180516Geh	paired	CxV	4	3N	heart	1	0.99181	seedcoat	no	G2	296
P16_2G	180516Geh	paired	CxV	4	3N	heart	1	0.779331	endo	no	G1	942
P16_2H	180516Geh	paired	CxV	4	3N	heart	1	0.785163	endo	no	G2	297
P16_3B	180516Geh	paired	CxV	4	3N	heart	1	0.974343	seedcoat	no	G1	1137
P16_3C	180516Geh	paired	CxV	4	3N	heart	1	0.751638	endo	no	G2	420
P16_3D	180516Geh	paired	CxV	4	3N	heart	1	0.740907	endo	no	M	112
P16_3F	180516Geh	paired	CxV	4	3N	heart	1	0.769251	endo	no	G1	1022
P16_3G	180516Geh	paired	CxV	4	3N	heart	1	0.988876	seedcoat	no	G1toS	912
P16_3H	180516Geh	paired	CxV	4	3N	heart	1	0.778573	endo	no	S	659
P16_4B	180516Geh	paired	CxV	4	3N	heart	1	0.94887	seedcoat	no	S	660
P16_4C	180516Geh	paired	CxV	4	3N	heart	1	0.772072	endo	no	G1toS	849
P16_4D	180516Geh	paired	CxV	4	3N	heart	1	0.754251	endo	no	M	38
P16_4E	180516Geh	paired	CxV	4	3N	heart	1	0.801082	endo	no	G2	399
P16_4F	180516Geh	paired	CxV	4	3N	heart	1	0.818042	endo	no	G1	1074
P16_4G	180516Geh	paired	CxV	4	3N	heart	1	0.689495	endo	no	G1	991
P16_4H	180516Geh	paired	CxV	4	3N	heart	1	0.761051	endo	no	G2	298
P16_5A	180516Geh	paired	CxV	4	3N	heart	1	0.989314	seedcoat	no	G2	299
P16_5E	180516Geh	paired	CxV	4	3N	heart	1	0.99347	seedcoat	no	G1	1153
P16_5G	180516Geh	paired	CxV	4	3N	heart	1	0.766822	endo	no	S	687
P16_6C	180516Geh	paired	CxV	4	3N	heart	1	0.760087	endo	no	S	661
P16_6D	180516Geh	paired	CxV	4	3N	heart	1	0.706824	endo	no	G1	971
P16_6E	180516Geh	paired	CxV	4	3N	heart	1	0.736366	endo	no	M	85
P16_6G	180516Geh	paired	CxV	4	3N	heart	1	0.791093	endo	no	G2	349
P16_6H	180516Geh	paired	CxV	4	3N	heart	1	0.956271	seedcoat	no	M	86
P16_7D	180516Geh	paired	CxV	4	3N	heart	1	0.705232	endo	no	S	662
P16_7E	180516Geh	paired	CxV	4	3N	heart	1	0.812898	endo	no	G1toS	887
P16_7F	180516Geh	paired	CxV	4	3N	heart	1	0.740513	endo	no	S	663
P16_7G	180516Geh	paired	CxV	4	3N	heart	1	0.778529	endo	no	G1	928
P16_8A	180516Geh	paired	CxV	4	3N	heart	1	0.97852	seedcoat	no	G0	1228
P16_8B	180516Geh	paired	CxV	4	3N	heart	1	0.764363	endo	no	G2	421
P16_8C	180516Geh	paired	CxV	4	3N	heart	1	0.742496	endo	no	G1	1084
P16_8D	180516Geh	paired	CxV	4	3N	heart	1	0.953587	seedcoat	no	G1	1075
P16_8E	180516Geh	paired	CxV	4	3N	heart	1	0.683044	endo	no	S	528
P16_8F	180516Geh	paired	CxV	4	3N	heart	1	0.990674	seedcoat	no	G0	1278
P16_8G	180516Geh	paired	CxV	4	3N	heart	1	0.786633	endo	no	G1	1036
P16_8H	180516Geh	paired	CxV	4	3N	heart	1	0.774518	endo	no	G2	456
P16_9A	180516Geh	paired	CxV	4	6N	heart	1	0.714118	endo	no	M	59
P16_9B	180516Geh	paired	CxV	4	6N	heart	1	0.725514	endo	no	G2	202
P16_9C	180516Geh	paired	CxV	4	6N	heart	1	0.790893	endo	no	S	506
P16_9D	180516Geh	paired	CxV	4	6N	heart	1	0.716487	endo	no	M	179
P16_9E	180516Geh	paired	CxV	4	6N	heart	1	0.974112	seedcoat	no	G0	1254
P16_9F	180516Geh	paired	CxV	4	6N	heart	1	0.766646	endo	no	M	39
P16_9G	180516Geh	paired	CxV	4	6N	heart	1	0.718587	endo	no	G2	447
P16_9H	180516Geh	paired	CxV	4	6N	heart	1	0.792463	endo	no	S	639
P17_10B	180516Geh	paired	CxV	4	6N	heart	1	0.777344	endo	no	M	113
P17_10C	180516Geh	paired	CxV	4	6N	heart	1	0.776443	endo	no	M	60
P17_10D	180516Geh	paired	CxV	4	6N	heart	1	0.807706	seedcoat	no	G1toS	757
P17_10E	180516Geh	paired	CxV	4	6N	heart	1	0.690662	endo	no	M	87
P17_10F	180516Geh	paired	CxV	4	6N	heart	1	0.989084	seedcoat	no	G2	300
P17_10G	180516Geh	paired	CxV	4	6N	heart	1	0.701015	endo	no	G1toS	888
P17_10H	180516Geh	paired	CxV	4	6N	heart	1	0.771	endo	no	M	40
P17_11A	180516Geh	paired	CxV	4	6N	heart	1	0.794033	endo	no	G1	1076
P17_11B	180516Geh	paired	CxV	4	6N	heart	1	0.693536	endo	no	M	103
P17_11C	180516Geh	paired	CxV	4	6N	heart	1	0.975919	seedcoat	no	G2	301
P17_11D	180516Geh	paired	CxV	4	6N	heart	1	0.743254	endo	no	M	10
P17_11E	180516Geh	paired	CxV	4	6N	heart	1	0.981339	seedcoat	no	G1toS	808
P17_11F	180516Geh	paired	CxV	4	6N	heart	1	0.828236	endo	no	M	154
P17_11G	180516Geh	paired	CxV	4	6N	heart	1	0.761774	endo	no	M	61
P17_11H	180516Geh	paired	CxV	4	6N	heart	1	0.739736	endo	no	M	62
P17_12A	180516Geh	paired	CxV	4	6N	heart	1	0.73743	endo	no	M	41
P17_12B	180516Geh	paired	CxV	4	6N	heart	1	0.744262	endo	no	M	114
P17_12C	180516Geh	paired	CxV	4	6N	heart	1	0.974538	seedcoat	no	G1	972
P17_12D	180516Geh	paired	CxV	4	6N	heart	1	0.711177	endo	no	M	139
P17_12E	180516Geh	paired	CxV	4	6N	heart	1	0.778645	endo	no	M	42
P17_12F	180516Geh	paired	CxV	4	6N	heart	1	0.773168	endo	no	G2	246
P17_12G	180516Geh	paired	CxV	4	6N	heart	1	0.782375	endo	no	M	88
P17_12H	180516Geh	paired	CxV	4	6N	heart	1	0.760997	endo	no	M	11
P17_1B	180516Geh	paired	CxV	4	3N	heart	1	0.742282	endo	no	M	115
P17_1E	180516Geh	paired	CxV	4	3N	heart	1	0.743703	endo	no	G0	1255
P17_1F	180516Geh	paired	CxV	4	3N	heart	1	0.968855	seedcoat	no	G0	1279
P17_2C	180516Geh	paired	CxV	4	3N	heart	1	0.727962	endo	no	G1	1077
P17_2D	180516Geh	paired	CxV	4	3N	heart	1	0.760902	endo	no	S	634
P17_2F	180516Geh	paired	CxV	4	3N	heart	1	0.821731	endo	no	G2	302
P17_2G	180516Geh	paired	CxV	4	3N	heart	1	0.766348	endo	no	S	571
P17_2H	180516Geh	paired	CxV	4	3N	heart	1	0.864587	endo	no	G0	1229
P17_3A	180516Geh	paired	CxV	4	3N	heart	1	0.755486	endo	no	G1	1154
P17_3B	180516Geh	paired	CxV	4	3N	heart	1	0.74863	endo	no	M	89
P17_3D	180516Geh	paired	CxV	4	3N	heart	1	0.723037	endo	no	G1toS	809
P17_3E	180516Geh	paired	CxV	4	3N	heart	1	0.993229	seedcoat	no	G0	1191
P17_3F	180516Geh	paired	CxV	4	3N	heart	1	0.714458	endo	no	S	529
P17_3G	180516Geh	paired	CxV	4	3N	heart	1	0.981425	seedcoat	no	G1	1138
P17_3H	180516Geh	paired	CxV	4	3N	heart	1	0.956704	seedcoat	no	G1	1078
P17_4B	180516Geh	paired	CxV	4	3N	heart	1	0.718351	endo	no	G2	434
P17_4C	180516Geh	paired	CxV	4	3N	heart	1	0.976171	seedcoat	no	G0	1256
P17_4D	180516Geh	paired	CxV	4	3N	heart	1	0.772815	endo	no	G1toS	729
P17_4E	180516Geh	paired	CxV	4	3N	heart	1	0.760826	endo	no	S	496
P17_4G	180516Geh	paired	CxV	4	3N	heart	1	0.771355	endo	no	G1toS	913
P17_4H	180516Geh	paired	CxV	4	3N	heart	1	0.767377	endo	no	G1toS	709
P17_5A	180516Geh	paired	CxV	4	3N	heart	1	0.996649	seedcoat	no	G1	1171
P17_5B	180516Geh	paired	CxV	4	3N	heart	1	0.917385	seedcoat	no	G0	1192
P17_5C	180516Geh	paired	CxV	4	3N	heart	1	0.92403	seedcoat	no	G1toS	923
P17_5D	180516Geh	paired	CxV	4	3N	heart	1	0.752836	endo	no	G1toS	730
P17_5E	180516Geh	paired	CxV	4	3N	heart	1	0.986576	seedcoat	no	G1	1042
P17_5F	180516Geh	paired	CxV	4	3N	heart	1	0.761922	endo	no	G1toS	872
P17_5G	180516Geh	paired	CxV	4	3N	heart	1	0.725854	endo	no	S	664
P17_6A	180516Geh	paired	CxV	4	3N	heart	1	0.776424	endo	no	S	579
P17_6B	180516Geh	paired	CxV	4	3N	heart	1	0.790265	endo	no	S	646
P17_6C	180516Geh	paired	CxV	4	3N	heart	1	0.694517	endo	no	M	63
P17_6E	180516Geh	paired	CxV	4	3N	heart	1	0.73205	endo	no	G2	247
P17_6F	180516Geh	paired	CxV	4	3N	heart	1	0.753864	endo	no	G2	448
P17_6G	180516Geh	paired	CxV	4	3N	heart	1	0.741689	endo	no	G0	1257
P17_6H	180516Geh	paired	CxV	4	3N	heart	1	0.757292	endo	no	G1	930
P17_7C	180516Geh	paired	CxV	4	3N	heart	1	0.792171	endo	no	G1	1172
P17_7D	180516Geh	paired	CxV	4	3N	heart	1	0.700791	endo	no	S	665
P17_7E	180516Geh	paired	CxV	4	3N	heart	1	0.975621	seedcoat	no	G0	1258
P17_7F	180516Geh	paired	CxV	4	3N	heart	1	0.978224	seedcoat	no	G1	1085
P17_7G	180516Geh	paired	CxV	4	3N	heart	1	0.729787	endo	no	G1toS	810
P17_7H	180516Geh	paired	CxV	4	3N	heart	1	0.730707	endo	no	S	530
P17_8A	180516Geh	paired	CxV	4	3N	heart	1	0.994813	seedcoat	no	G2	222
P17_8B	180516Geh	paired	CxV	4	3N	heart	1	0.742603	endo	no	G2	223
P17_8C	180516Geh	paired	CxV	4	3N	heart	1	0.972311	seedcoat	no	G0	1193
P17_8D	180516Geh	paired	CxV	4	3N	heart	1	0.749122	endo	no	S	666
P17_8E	180516Geh	paired	CxV	4	3N	heart	1	0.710112	endo	no	G1	1086
P17_8F	180516Geh	paired	CxV	4	3N	heart	1	0.772236	endo	no	M	140
P17_8G	180516Geh	paired	CxV	4	3N	heart	1	0.718274	endo	no	G2	203
P17_8H	180516Geh	paired	CxV	4	3N	heart	1	0.990828	seedcoat	no	G0	1280
P17_9A	180516Geh	paired	CxV	4	6N	heart	1	0.730308	endo	no	G0	1194
P17_9B	180516Geh	paired	CxV	4	6N	heart	1	0.701067	endo	no	M	12
P17_9C	180516Geh	paired	CxV	4	6N	heart	1	0.724598	endo	no	G1toS	873
P17_9D	180516Geh	paired	CxV	4	6N	heart	1	0.7195	endo	no	M	13
P17_9E	180516Geh	paired	CxV	4	6N	heart	1	0.746849	endo	no	M	90
P17_9F	180516Geh	paired	CxV	4	6N	heart	1	0.796093	endo	no	G2	457
P17_9G	180516Geh	paired	CxV	4	6N	heart	1	0.713493	endo	no	G1	1010
P17_9H	180516Geh	paired	CxV	4	6N	heart	1	0.950691	seedcoat	no	G1	1162
P18_10B	180516Geh	paired	VxC	4	6N	heart	1	0.752722	endo	no	G2	173
P18_10C	180516Geh	paired	VxC	4	6N	heart	1	0.75689	endo	no	G0	1230
P18_10D	180516Geh	paired	VxC	4	6N	heart	1	0.697548	endo	no	G1toS	850
P18_10E	180516Geh	paired	VxC	4	6N	heart	1	0.774624	endo	no	S	469
P18_10G	180516Geh	paired	VxC	4	6N	heart	1	0.750976	endo	no	S	614
P18_10H	180516Geh	paired	VxC	4	6N	heart	1	0.759377	endo	no	G1	973
P18_11A	180516Geh	paired	VxC	4	6N	heart	1	0.680743	endo	no	G1	1120
P18_11C	180516Geh	paired	VxC	4	6N	heart	1	0.687344	endo	no	G0	1179
P18_11D	180516Geh	paired	VxC	4	6N	heart	1	0.723956	endo	no	M	162
P18_11E	180516Geh	paired	VxC	4	6N	heart	1	0.949594	seedcoat	no	G2	303
P18_11F	180516Geh	paired	VxC	4	6N	heart	1	0.677719	endo	no	M	14
P18_11G	180516Geh	paired	VxC	4	6N	heart	1	0.767308	endo	no	G1toS	832
P18_11H	180516Geh	paired	VxC	4	6N	heart	1	0.756588	endo	no	G0	1175
P18_12A	180516Geh	paired	VxC	4	6N	heart	1	0.671066	endo	no	G2	413
P18_12B	180516Geh	paired	VxC	4	6N	heart	1	0.694886	endo	no	G2	192
P18_12C	180516Geh	paired	VxC	4	6N	heart	1	0.691075	endo	no	G1	1099
P18_12D	180516Geh	paired	VxC	4	6N	heart	1	0.695165	endo	no	G2	407
P18_12F	180516Geh	paired	VxC	4	6N	heart	1	0.701376	endo	no	M	116
P18_12G	180516Geh	paired	VxC	4	6N	heart	1	0.985623	seedcoat	no	G0	1281
P18_12H	180516Geh	paired	VxC	4	6N	heart	1	0.713507	endo	no	G2	248
P18_1B	180516Geh	paired	VxC	4	3N	heart	1	0.984637	seedcoat	no	G1	1064
P18_1C	180516Geh	paired	VxC	4	3N	heart	1	0.719843	endo	no	S	667
P18_1D	180516Geh	paired	VxC	4	3N	heart	1	0.983036	seedcoat	no	G2	249
P18_1F	180516Geh	paired	VxC	4	3N	heart	1	0.997488	seedcoat	no	G0	1176
P18_2A	180516Geh	paired	VxC	4	3N	heart	1	0.696379	endo	no	G1toS	851
P18_2B	180516Geh	paired	VxC	4	3N	heart	1	0.991142	seedcoat	no	G1	1111
P18_2C	180516Geh	paired	VxC	4	3N	heart	1	0.965247	seedcoat	no	G1	1155
P18_2E	180516Geh	paired	VxC	4	3N	heart	1	0.732484	endo	no	S	693
P18_2F	180516Geh	paired	VxC	4	3N	heart	1	0.99271	seedcoat	no	G0	1302
P18_2G	180516Geh	paired	VxC	4	3N	heart	1	0.959755	seedcoat	no	G1toS	889
P18_2H	180516Geh	paired	VxC	4	3N	heart	1	0.959342	seedcoat	no	G0	1231
P18_3A	180516Geh	paired	VxC	4	3N	heart	1	0.961258	seedcoat	no	G0	1232
P18_3B	180516Geh	paired	VxC	4	3N	heart	1	0.996366	seedcoat	no	G2	350
P18_3D	180516Geh	paired	VxC	4	3N	heart	1	0.681479	endo	no	G1toS	852
P18_3E	180516Geh	paired	VxC	4	3N	heart	1	0.975583	seedcoat	no	G1	1121
P18_3F	180516Geh	paired	VxC	4	3N	heart	1	0.98336	seedcoat	no	G2	304
P18_3G	180516Geh	paired	VxC	4	3N	heart	1	0.731638	endo	no	S	531
P18_3H	180516Geh	paired	VxC	4	3N	heart	1	0.965165	seedcoat	no	G2	305
P18_4B	180516Geh	paired	VxC	4	3N	heart	1	0.993178	seedcoat	no	G2	351
P18_4C	180516Geh	paired	VxC	4	3N	heart	1	0.957337	seedcoat	no	G1	1023
P18_4D	180516Geh	paired	VxC	4	3N	heart	1	0.991418	seedcoat	no	G0	1233
P18_4E	180516Geh	paired	VxC	4	3N	heart	1	0.763574	endo	no	G1toS	853
P18_4F	180516Geh	paired	VxC	4	3N	heart	1	0.725882	endo	no	S	615
P18_4H	180516Geh	paired	VxC	4	3N	heart	1	0.925624	seedcoat	no	G2	306
P18_5A	180516Geh	paired	VxC	4	3N	heart	1	0.988951	seedcoat	no	G0	1195
P18_5B	180516Geh	paired	VxC	4	3N	heart	1	0.996099	seedcoat	no	G1	1011
P18_5D	180516Geh	paired	VxC	4	3N	heart	1	0.962034	seedcoat	no	G1	952
P18_5E	180516Geh	paired	VxC	4	3N	heart	1	0.738666	endo	no	G1	953
P18_5G	180516Geh	paired	VxC	4	3N	heart	1	0.70902	endo	no	G1toS	731
P18_5H	180516Geh	paired	VxC	4	3N	heart	1	0.98295	seedcoat	no	G1toS	854
P18_6A	180516Geh	paired	VxC	4	3N	heart	1	0.9133	seedcoat	no	G2	435
P18_6B	180516Geh	paired	VxC	4	3N	heart	1	0.703875	endo	no	S	616
P18_6C	180516Geh	paired	VxC	4	3N	heart	1	0.980031	seedcoat	no	G1toS	855
P18_6D	180516Geh	paired	VxC	4	3N	heart	1	0.710943	endo	no	S	532
P18_6E	180516Geh	paired	VxC	4	3N	heart	1	0.981803	seedcoat	no	G1	1100
P18_6F	180516Geh	paired	VxC	4	3N	heart	1	0.692226	endo	no	S	600
P18_6G	180516Geh	paired	VxC	4	3N	heart	1	0.731551	endo	no	G1toS	822
P18_6H	180516Geh	paired	VxC	4	3N	heart	1	0.741689	endo	no	S	587
P18_7B	180516Geh	paired	VxC	4	3N	heart	1	0.964726	seedcoat	no	G0	1303
P18_7C	180516Geh	paired	VxC	4	3N	heart	1	0.726481	endo	no	S	533
P18_7D	180516Geh	paired	VxC	4	3N	heart	1	0.949895	seedcoat	no	G2	224
P18_7E	180516Geh	paired	VxC	4	3N	heart	1	0.995638	seedcoat	no	G2	352
P18_7F	180516Geh	paired	VxC	4	3N	heart	1	0.6613	endo	no	G1	1065
P18_8B	180516Geh	paired	VxC	4	3N	heart	1	0.985719	seedcoat	no	G1toS	811
P18_8D	180516Geh	paired	VxC	4	3N	heart	1	0.723703	endo	no	G1toS	732
P18_8E	180516Geh	paired	VxC	4	3N	heart	1	0.95153	seedcoat	no	G2	250
P18_8F	180516Geh	paired	VxC	4	3N	heart	1	0.675333	endo	no	G1toS	914
P18_8G	180516Geh	paired	VxC	4	3N	heart	1	0.722824	endo	no	S	668
P18_8H	180516Geh	paired	VxC	4	3N	heart	1	0.716195	endo	no	S	669
P18_9A	180516Geh	paired	VxC	4	6N	heart	1	0.737415	endo	no	G2	225
P18_9B	180516Geh	paired	VxC	4	6N	heart	1	0.804983	endo	no	S	703
P18_9C	180516Geh	paired	VxC	4	6N	heart	1	0.981647	seedcoat	no	G0	1196
P18_9D	180516Geh	paired	VxC	4	6N	heart	1	0.737778	endo	no	S	567
P18_9E	180516Geh	paired	VxC	4	6N	heart	1	0.758122	endo	no	G2	400
P18_9F	180516Geh	paired	VxC	4	6N	heart	1	0.995172	seedcoat	no	G1	1087
P18_9G	180516Geh	paired	VxC	4	6N	heart	1	0.746238	endo	no	G0	1245
P18_9H	180516Geh	paired	VxC	4	6N	heart	1	0.991189	seedcoat	no	G2	307
P19_10C	180928Geh	paired	VxC	4	6N	heart	1	0.762769	endo	yes	G1toS	733
P19_10D	180928Geh	paired	VxC	4	6N	heart	1	0.73919	endo	yes	S	497
P19_10E	180928Geh	paired	VxC	4	6N	heart	1	0.71772	endo	yes	M	64
P19_10F	180928Geh	paired	VxC	4	6N	heart	1	0.747068	endo	yes	G1toS	734
P19_10G	180928Geh	paired	VxC	4	6N	heart	1	0.685612	endo	yes	M	91
P19_10H	180928Geh	paired	VxC	4	6N	heart	1	0.752621	endo	yes	G2	414
P19_11A	180928Geh	paired	VxC	4	6N	heart	1	0.775541	endo	yes	G2	188
P19_11B	180928Geh	paired	VxC	4	6N	heart	1	0.748753	endo	yes	G1toS	710
P19_11C	180928Geh	paired	VxC	4	6N	heart	1	0.709122	endo	yes	G2	463
P19_11D	180928Geh	paired	VxC	4	6N	heart	1	0.954699	seedcoat	yes	G1	1043
P19_11E	180928Geh	paired	VxC	4	6N	heart	1	0.70453	endo	yes	G2	207
P19_11F	180928Geh	paired	VxC	4	6N	heart	1	0.682118	endo	yes	G2	226
P19_11G	180928Geh	paired	VxC	4	6N	heart	1	0.759618	endo	yes	G2	271
